date,total_sales,total_orders,total_items,average_order_value,temperature,max_temperature,min_temperature,rainfall,humidity,wind_speed,is_holiday,holiday_name
2015-09-29,2762.05,60,163,17.262812500000003,27.13,35.82,19.46,0.0,44.3,1.96,False,
2015-09-30,2198.05,62,130,17.039147286821706,26.96,36.01,19.16,0.0,44.65,2.4,False,
2015-10-01,3202.15,84,194,16.853421052631578,27.23,36.02,18.74,0.0,40.67,1.67,False,
2015-10-02,2074.85,61,125,17.147520661157024,27.03,36.3,18.65,0.0,38.82,1.74,True,Mahatma Gandhi's Birthday
2015-10-03,2400.95,61,147,16.908098591549294,27.97,36.07,19.45,0.0,35.79,1.58,False,
2015-10-04,2142.2,52,128,17.1376,28.27,37.28,19.93,0.0,35.75,1.09,False,
2015-10-05,0.0,0,0,0.0,29.61,37.94,23.0,0.0,35.18,0.91,False,
2015-10-06,2215.95,61,136,16.787499999999998,28.34,36.12,21.88,0.0,40.94,1.64,False,
2015-10-07,2092.35,61,133,16.095,27.83,36.47,20.05,0.0,45.07,1.76,False,
2015-10-08,1975.85,49,119,17.181304347826085,27.84,36.28,20.5,0.0,43.8,1.94,False,
2015-10-09,2512.6,60,147,17.44861111111111,28.24,37.5,20.59,0.0,38.83,2.07,False,
2015-10-10,2310.2,61,141,16.50142857142857,28.39,37.41,19.81,0.0,35.41,2.2,False,
2015-10-11,1916.25,42,118,16.80921052631579,28.7,37.36,20.5,0.0,38.05,1.98,False,
2015-10-12,0.0,0,0,0.0,28.66,35.86,20.93,0.0,39.86,1.23,False,
2015-10-13,2325.95,58,141,16.49609929078014,28.2,34.62,22.49,0.75,46.2,1.01,False,
2015-10-14,2146.35,57,132,16.384351145038167,27.23,34.34,21.13,0.95,48.75,1.31,False,
2015-10-15,4320.2,107,262,16.744961240310076,27.16,34.07,21.96,0.22,47.99,0.99,False,
2015-10-16,2555.1,64,153,17.26418918918919,28.09,35.24,20.84,0.0,40.1,1.08,False,
2015-10-17,2339.8,55,140,17.59248120300752,27.51,34.55,20.78,0.01,41.38,1.25,False,
2015-10-18,1795.3,45,105,17.953,28.4,35.17,21.84,0.0,39.24,0.95,False,
2015-10-19,0.0,0,0,0.0,29.11,36.06,22.24,0.0,35.46,1.09,False,
2015-10-20,2437.15,63,154,16.03388157894737,28.34,35.71,23.19,0.0,38.01,1.52,False,
2015-10-21,2460.5,56,149,16.738095238095237,25.53,33.61,19.32,0.44,43.82,1.63,False,
2015-10-22,2400.9,57,145,16.78951048951049,23.64,33.31,16.06,0.02,35.83,1.88,True,Dussehra
2015-10-23,2610.65,72,154,16.952272727272728,23.65,33.29,14.91,0.0,31.16,1.88,False,
2015-10-24,2679.5,59,160,17.17628205128205,25.33,33.41,16.83,0.0,30.78,1.2,True,Ashura
2015-10-25,1837.05,45,114,16.700454545454544,25.23,34.2,17.34,0.0,32.81,1.51,False,
2015-10-26,0.0,0,0,0.0,24.61,32.41,18.04,0.03,36.48,1.43,False,
2015-10-27,1988.65,62,120,16.852966101694918,23.48,31.52,16.75,0.46,42.53,1.62,False,
2015-10-28,1635.95,63,104,15.883009708737864,19.16,21.97,15.49,7.39,64.59,1.74,False,
2015-10-29,2169.75,59,131,17.084645669291337,21.08,28.49,14.38,0.0,57.25,0.92,False,
2015-10-30,2736.6,63,166,16.68658536585366,22.0,29.51,16.15,1.0,47.99,1.2,False,
2015-10-31,2744.85,69,165,17.26320754716981,22.86,30.9,15.61,0.0,40.64,1.09,False,
2015-11-01,1986.65,55,124,16.151626016260163,22.95,30.32,17.01,0.0,41.23,0.91,False,
2015-11-02,2299.1,56,138,16.78175182481752,23.31,30.76,16.32,0.0,43.18,1.09,False,
2015-11-03,1828.55,49,114,16.326339285714287,23.89,30.6,18.12,0.0,44.47,1.12,False,
2015-11-04,1966.1,49,121,16.248760330578513,24.64,30.77,19.54,0.0,41.71,0.81,False,
2015-11-05,2180.35,58,124,17.583467741935483,24.93,30.9,18.02,0.77,41.5,0.95,False,
2015-11-06,3157.5,73,190,17.06756756756757,24.05,30.7,19.33,0.01,41.03,1.18,False,
2015-11-07,2580.95,61,156,16.54455128205128,22.38,29.91,15.98,0.0,41.75,1.01,False,
2015-11-08,2110.15,48,127,16.8812,22.26,28.6,17.62,0.02,44.41,1.24,False,
2015-11-09,2483.75,61,151,17.011986301369863,23.55,31.28,16.88,0.0,44.2,1.16,False,
2015-11-10,2042.6,62,126,16.742622950819673,23.48,30.57,18.77,0.0,46.27,1.3,False,
2015-11-11,1946.2,48,118,16.77758620689655,22.25,30.96,16.3,0.0,39.76,2.76,True,Diwali (Deepavali)
2015-11-12,2564.8,59,153,17.44761904761905,21.69,30.91,14.73,0.0,42.43,2.38,False,
2015-11-13,2264.55,67,141,16.291726618705038,22.37,30.95,15.49,0.0,42.78,2.41,False,
2015-11-14,2324.75,58,142,16.605357142857144,22.78,30.45,16.97,0.0,50.59,2.09,False,
2015-11-15,1821.65,45,113,16.12079646017699,23.53,31.16,17.19,0.0,40.31,1.25,False,
2015-11-16,2256.65,61,136,16.715925925925927,21.67,29.64,16.04,0.0,41.01,1.94,False,
2015-11-17,1956.55,49,117,17.314601769911505,19.34,29.02,12.27,0.0,27.78,2.22,False,
2015-11-18,2111.7,46,130,17.45206611570248,18.67,28.98,10.45,0.0,29.84,1.84,False,
2015-11-19,2694.9,67,162,16.738509316770187,18.87,28.53,11.44,0.0,29.49,1.34,False,
2015-11-20,2388.1,65,148,16.245578231292516,19.57,28.84,12.64,0.0,29.45,1.17,False,
2015-11-21,2083.95,61,131,16.154651162790696,19.93,28.97,12.41,0.0,34.37,1.1,False,
2015-11-22,1368.7,43,84,16.691463414634146,19.99,29.11,12.5,0.0,31.29,1.44,False,
2015-11-23,2465.15,56,148,17.360211267605635,19.82,28.58,12.52,0.0,27.84,1.25,False,
2015-11-24,2230.05,52,131,17.287209302325582,19.19,28.73,12.29,0.0,32.04,1.98,False,
2015-11-25,2363.25,61,144,16.76063829787234,20.32,30.42,12.87,0.0,29.82,2.82,True,Guru Nanak's Birthday
2015-11-26,4405.95,113,266,16.88103448275862,20.96,27.18,15.32,0.11,33.03,1.23,False,
2015-11-27,4422.45,115,264,17.075096525096523,20.68,27.75,15.13,0.11,47.67,1.1,False,
2015-11-28,1968.05,48,118,16.96594827586207,20.37,27.22,15.9,0.0,52.14,1.41,False,
2015-11-29,1899.0,46,115,17.10810810810811,19.69,28.14,12.52,0.0,37.87,1.16,False,
2015-11-30,2223.25,60,134,16.84280303030303,20.18,29.64,13.61,0.0,38.77,1.19,False,
2015-12-01,2076.7,61,131,16.0984496124031,20.37,29.18,13.24,0.34,39.84,1.29,False,
2015-12-02,2214.1,59,132,16.90152671755725,18.1,25.56,12.84,1.19,43.29,1.7,False,
2015-12-03,2243.2,56,136,16.86616541353383,18.21,27.19,11.73,0.0,41.63,2.43,False,
2015-12-04,2878.35,72,176,16.6378612716763,18.16,27.29,10.6,0.0,35.83,2.19,False,
2015-12-05,2627.95,61,160,16.63259493670886,18.95,27.86,12.52,0.0,28.37,1.3,False,
2015-12-06,2350.25,55,144,16.7875,19.21,26.97,12.09,0.0,24.43,0.79,False,
2015-12-07,2414.8,59,150,16.42721088435374,19.66,27.24,12.47,0.0,27.09,1.03,False,
2015-12-08,1856.25,50,110,17.029816513761467,20.13,28.64,13.68,0.0,28.01,0.88,False,
2015-12-09,2571.55,65,160,16.484294871794873,18.52,26.65,11.13,0.0,31.57,1.54,False,
2015-12-10,1985.6,62,118,16.827118644067795,18.88,28.37,11.55,0.0,32.99,1.69,False,
2015-12-11,2634.0,73,164,16.36024844720497,18.08,25.38,12.91,0.03,36.71,1.76,False,
2015-12-12,1960.15,56,127,15.6812,14.89,22.9,8.72,0.0,31.61,2.22,False,
2015-12-13,2245.15,52,130,17.818650793650793,13.7,22.08,7.31,0.0,28.44,1.94,False,
2015-12-14,2172.6,58,131,16.58473282442748,13.11,22.3,7.01,0.0,26.99,2.46,False,
2015-12-15,2387.45,58,146,16.813028169014082,12.97,23.77,5.3,0.0,21.62,2.38,False,
2015-12-16,2234.8,69,133,16.803007518796996,14.98,24.45,6.49,0.0,18.58,0.96,False,
2015-12-17,1880.75,57,113,17.097727272727273,14.84,22.84,9.04,0.0,18.46,1.05,False,
2015-12-18,2886.3,76,176,16.58793103448276,12.72,22.46,5.75,0.0,22.98,2.26,False,
2015-12-19,2304.2,59,139,16.69710144927536,13.97,23.12,5.11,0.0,20.93,1.63,False,
2015-12-20,2104.9,53,124,17.253278688524592,14.01,22.19,7.77,0.0,20.22,0.97,False,
2015-12-21,2100.7,55,130,16.41171875,12.84,21.66,4.72,0.0,26.35,1.34,False,
2015-12-22,1882.95,58,114,16.963513513513515,13.23,20.81,7.48,0.0,30.39,1.14,False,
2015-12-23,2244.3,56,134,17.263846153846156,12.19,20.3,5.26,0.0,29.34,1.58,False,
2015-12-24,2137.85,56,131,16.572480620155037,12.35,20.46,6.88,0.0,28.11,2.55,True,Prophet's Birthday
2015-12-25,0.0,0,0,0.0,11.12,21.24,3.26,0.0,22.33,2.26,True,Christmas
2015-12-26,1643.05,38,95,17.295263157894738,14.0,25.11,5.95,0.0,16.66,2.52,False,
2015-12-27,1419.0,35,89,16.310344827586206,16.15,25.58,9.66,0.0,18.21,2.41,False,
2015-12-28,1637.2,39,102,16.050980392156863,17.69,26.72,11.03,0.0,30.0,2.78,False,
2015-12-29,1353.25,27,80,17.574675324675326,17.61,27.01,11.61,0.0,30.47,2.86,False,
2015-12-30,1337.8,32,82,18.326027397260276,16.7,25.98,9.3,0.0,24.76,1.57,False,
2015-12-31,2916.0,73,178,17.05263157894737,15.62,25.67,7.99,0.0,28.02,1.46,False,
