date,item,quantity_used
2024-02-18,Bread (units),94.0
2024-02-19,Bread (units),64.6
2024-02-20,Bread (units),60.0
2024-02-21,Bread (units),70.0
2024-02-22,Bread (units),62.0
2024-02-23,Bread (units),85.4
2024-02-24,Bread (units),81.2
2024-02-25,Bread (units),89.0
2024-02-26,Bread (units),58.6
2024-02-27,Bread (units),61.2
2024-02-28,Bread (units),65.9
2024-02-29,Bread (units),63.8
2024-03-01,Bread (units),93.6
2024-03-02,Bread (units),90.0
2024-03-03,Bread (units),86.4
2024-03-04,Bread (units),61.7
2024-03-05,Bread (units),60.7
2024-03-06,Bread (units),66.4
2024-03-07,Bread (units),63.2
2024-03-08,Bread (units),85.9
2024-03-09,Bread (units),92.1
2024-03-10,Bread (units),88.3
2024-03-11,Bread (units),60.4
2024-03-12,Bread (units),55.1
2024-03-13,Bread (units),64.7
2024-03-14,Bread (units),63.7
2024-03-15,Bread (units),87.6
2024-03-16,Bread (units),85.1
2024-03-17,Bread (units),83.1
2024-03-18,Bread (units),61.0
2024-03-19,Bread (units),63.2
2024-03-20,Bread (units),61.3
2024-03-21,Bread (units),61.1
2024-03-22,Bread (units),84.4
2024-03-23,Bread (units),88.4
2024-03-24,Bread (units),87.8
2024-03-25,Bread (units),57.8
2024-03-26,Bread (units),65.2
2024-03-27,Bread (units),65.3
2024-03-28,Bread (units),65.3
2024-03-29,Bread (units),85.5
2024-03-30,Bread (units),85.1
2024-03-31,Bread (units),80.2
2024-04-01,Bread (units),64.7
2024-04-02,Bread (units),50.1
2024-04-03,Bread (units),58.8
2024-04-04,Bread (units),58.9
2024-04-05,Bread (units),89.8
2024-04-06,Bread (units),85.5
2024-04-07,Bread (units),80.6
2024-04-08,Bread (units),53.2
2024-04-09,Bread (units),56.6
2024-04-10,Bread (units),60.7
2024-04-11,Bread (units),60.3
2024-04-12,Bread (units),84.0
2024-04-13,Bread (units),81.4
2024-04-14,Bread (units),83.7
2024-04-15,Bread (units),64.7
2024-04-16,Bread (units),54.1
2024-04-17,Bread (units),59.7
2024-04-18,Bread (units),67.5
2024-04-19,Bread (units),87.1
2024-04-20,Bread (units),82.0
2024-04-21,Bread (units),87.5
2024-04-22,Bread (units),55.4
2024-04-23,Bread (units),59.1
2024-04-24,Bread (units),66.7
2024-04-25,Bread (units),68.4
2024-04-26,Bread (units),75.3
2024-04-27,Bread (units),87.2
2024-04-28,Bread (units),93.4
2024-04-29,Bread (units),55.9
2024-04-30,Bread (units),59.8
2024-05-01,Bread (units),66.0
2024-05-02,Bread (units),55.9
2024-05-03,Bread (units),85.6
2024-05-04,Bread (units),83.0
2024-05-05,Bread (units),73.6
2024-05-06,Bread (units),59.8
2024-05-07,Bread (units),57.1
2024-05-08,Bread (units),62.6
2024-05-09,Bread (units),68.4
2024-05-10,Bread (units),86.3
2024-05-11,Bread (units),81.0
2024-05-12,Bread (units),85.0
2024-05-13,Bread (units),58.7
2024-05-14,Bread (units),62.7
2024-05-15,Bread (units),50.4
2024-05-16,Bread (units),51.7
2024-05-17,Bread (units),72.2
2024-05-18,Bread (units),85.5
2024-05-19,Bread (units),82.3
2024-05-20,Bread (units),54.1
2024-05-21,Bread (units),53.6
2024-05-22,Bread (units),54.4
2024-05-23,Bread (units),52.5
2024-05-24,Bread (units),80.5
2024-05-25,Bread (units),79.6
2024-05-26,Bread (units),89.0
2024-05-27,Bread (units),58.6
2024-05-28,Bread (units),52.9
2024-05-29,Bread (units),54.0
2024-05-30,Bread (units),62.9
2024-05-31,Bread (units),84.2
2024-06-01,Bread (units),83.3
2024-06-02,Bread (units),85.4
2024-06-03,Bread (units),64.7
2024-06-04,Bread (units),50.7
2024-06-05,Bread (units),53.0
2024-06-06,Bread (units),48.0
2024-06-07,Bread (units),84.2
2024-06-08,Bread (units),79.8
2024-06-09,Bread (units),78.3
2024-06-10,Bread (units),52.9
2024-06-11,Bread (units),60.1
2024-06-12,Bread (units),55.9
2024-06-13,Bread (units),54.0
2024-06-14,Bread (units),87.9
2024-06-15,Bread (units),76.4
2024-06-16,Bread (units),75.3
2024-06-17,Bread (units),69.6
2024-06-18,Bread (units),54.8
2024-06-19,Bread (units),53.9
2024-06-20,Bread (units),53.0
2024-06-21,Bread (units),80.9
2024-06-22,Bread (units),85.5
2024-06-23,Bread (units),85.4
2024-06-24,Bread (units),59.4
2024-06-25,Bread (units),55.2
2024-06-26,Bread (units),49.2
2024-06-27,Bread (units),58.1
2024-06-28,Bread (units),89.3
2024-06-29,Bread (units),87.1
2024-06-30,Bread (units),80.9
2024-07-01,Bread (units),60.8
2024-07-02,Bread (units),54.8
2024-07-03,Bread (units),56.5
2024-07-04,Bread (units),50.6
2024-07-05,Bread (units),80.3
2024-07-06,Bread (units),82.6
2024-07-07,Bread (units),81.1
2024-07-08,Bread (units),60.8
2024-07-09,Bread (units),66.4
2024-07-10,Bread (units),63.6
2024-07-11,Bread (units),55.5
2024-07-12,Bread (units),78.4
2024-07-13,Bread (units),78.9
2024-07-14,Bread (units),77.3
2024-07-15,Bread (units),57.4
2024-07-16,Bread (units),59.4
2024-07-17,Bread (units),58.2
2024-07-18,Bread (units),58.4
2024-07-19,Bread (units),83.2
2024-07-20,Bread (units),81.8
2024-07-21,Bread (units),78.8
2024-07-22,Bread (units),66.2
2024-07-23,Bread (units),62.9
2024-07-24,Bread (units),53.2
2024-07-25,Bread (units),53.3
2024-07-26,Bread (units),79.9
2024-07-27,Bread (units),83.1
2024-07-28,Bread (units),89.3
2024-07-29,Bread (units),63.1
2024-07-30,Bread (units),63.5
2024-07-31,Bread (units),63.6
2024-08-01,Bread (units),63.8
2024-08-02,Bread (units),87.0
2024-08-03,Bread (units),85.7
2024-08-04,Bread (units),82.9
2024-08-05,Bread (units),49.9
2024-08-06,Bread (units),58.0
2024-08-07,Bread (units),67.7
2024-08-08,Bread (units),56.1
2024-08-09,Bread (units),80.8
2024-08-10,Bread (units),89.1
2024-08-11,Bread (units),84.5
2024-08-12,Bread (units),56.8
2024-08-13,Bread (units),67.0
2024-08-14,Bread (units),62.5
2024-08-15,Bread (units),63.2
2024-08-16,Bread (units),81.7
2024-08-17,Bread (units),87.1
2024-08-18,Bread (units),86.6
2024-08-19,Bread (units),63.7
2024-08-20,Bread (units),65.7
2024-08-21,Bread (units),65.6
2024-08-22,Bread (units),61.0
2024-08-23,Bread (units),88.7
2024-08-24,Bread (units),79.6
2024-08-25,Bread (units),88.6
2024-08-26,Bread (units),63.9
2024-08-27,Bread (units),58.7
2024-08-28,Bread (units),56.9
2024-08-29,Bread (units),60.5
2024-08-30,Bread (units),79.9
2024-08-31,Bread (units),87.8
2024-09-01,Bread (units),87.6
2024-09-02,Bread (units),56.5
2024-09-03,Bread (units),61.6
2024-09-04,Bread (units),66.8
2024-09-05,Bread (units),66.9
2024-09-06,Bread (units),91.8
2024-09-07,Bread (units),86.1
2024-09-08,Bread (units),85.2
2024-09-09,Bread (units),60.1
2024-09-10,Bread (units),65.1
2024-09-11,Bread (units),74.0
2024-09-12,Bread (units),69.4
2024-09-13,Bread (units),95.4
2024-09-14,Bread (units),94.4
2024-09-15,Bread (units),79.7
2024-09-16,Bread (units),61.9
2024-09-17,Bread (units),60.8
2024-09-18,Bread (units),69.3
2024-09-19,Bread (units),71.7
2024-09-20,Bread (units),85.0
2024-09-21,Bread (units),88.6
2024-09-22,Bread (units),91.3
2024-09-23,Bread (units),61.2
2024-09-24,Bread (units),60.7
2024-09-25,Bread (units),60.5
2024-09-26,Bread (units),68.5
2024-09-27,Bread (units),84.6
2024-09-28,Bread (units),94.9
2024-09-29,Bread (units),89.8
2024-09-30,Bread (units),68.3
2024-10-01,Bread (units),72.4
2024-10-02,Bread (units),61.4
2024-10-03,Bread (units),60.8
2024-10-04,Bread (units),92.1
2024-10-05,Bread (units),84.9
2024-10-06,Bread (units),86.6
2024-10-07,Bread (units),64.8
2024-10-08,Bread (units),66.2
2024-10-09,Bread (units),59.3
2024-10-10,Bread (units),63.8
2024-10-11,Bread (units),93.7
2024-10-12,Bread (units),97.6
2024-10-13,Bread (units),81.2
2024-10-14,Bread (units),72.7
2024-10-15,Bread (units),70.6
2024-10-16,Bread (units),60.9
2024-10-17,Bread (units),59.1
2024-10-18,Bread (units),93.7
2024-10-19,Bread (units),89.6
2024-10-20,Bread (units),92.5
2024-10-21,Bread (units),71.2
2024-10-22,Bread (units),65.2
2024-10-23,Bread (units),67.9
2024-10-24,Bread (units),69.6
2024-10-25,Bread (units),96.8
2024-10-26,Bread (units),101.2
2024-10-27,Bread (units),101.0
2024-10-28,Bread (units),68.9
2024-10-29,Bread (units),66.6
2024-10-30,Bread (units),79.7
2024-10-31,Bread (units),71.1
2024-11-01,Bread (units),95.2
2024-11-02,Bread (units),87.7
2024-11-03,Bread (units),97.1
2024-11-04,Bread (units),64.5
2024-11-05,Bread (units),66.2
2024-11-06,Bread (units),61.9
2024-11-07,Bread (units),66.1
2024-11-08,Bread (units),94.0
2024-11-09,Bread (units),86.4
2024-11-10,Bread (units),89.5
2024-11-11,Bread (units),68.6
2024-11-12,Bread (units),62.8
2024-11-13,Bread (units),62.9
2024-11-14,Bread (units),65.1
2024-11-15,Bread (units),87.3
2024-11-16,Bread (units),97.5
2024-11-17,Bread (units),89.6
2024-11-18,Bread (units),73.4
2024-11-19,Bread (units),74.3
2024-11-20,Bread (units),63.8
2024-11-21,Bread (units),70.0
2024-11-22,Bread (units),92.5
2024-11-23,Bread (units),89.3
2024-11-24,Bread (units),93.4
2024-11-25,Bread (units),68.9
2024-11-26,Bread (units),73.7
2024-11-27,Bread (units),75.3
2024-11-28,Bread (units),64.8
2024-11-29,Bread (units),93.3
2024-11-30,Bread (units),98.1
2024-12-01,Bread (units),101.3
2024-12-02,Bread (units),58.4
2024-12-03,Bread (units),77.0
2024-12-04,Bread (units),69.8
2024-12-05,Bread (units),78.3
2024-12-06,Bread (units),93.6
2024-12-07,Bread (units),91.6
2024-12-08,Bread (units),96.1
2024-12-09,Bread (units),76.7
2024-12-10,Bread (units),71.1
2024-12-11,Bread (units),59.2
2024-12-12,Bread (units),74.4
2024-12-13,Bread (units),88.0
2024-12-14,Bread (units),91.2
2024-12-15,Bread (units),90.3
2024-12-16,Bread (units),62.0
2024-12-17,Bread (units),64.9
2024-12-18,Bread (units),66.3
2024-12-19,Bread (units),68.2
2024-12-20,Bread (units),96.0
2024-12-21,Bread (units),94.6
2024-12-22,Bread (units),88.9
2024-12-23,Bread (units),70.4
2024-12-24,Bread (units),76.2
2024-12-25,Bread (units),76.1
2024-12-26,Bread (units),72.1
2024-12-27,Bread (units),99.5
2024-12-28,Bread (units),100.9
2024-12-29,Bread (units),103.2
2024-12-30,Bread (units),79.9
2024-12-31,Bread (units),69.9
2025-01-01,Bread (units),70.1
2025-01-02,Bread (units),78.8
2025-01-03,Bread (units),104.3
2025-01-04,Bread (units),104.2
2025-01-05,Bread (units),84.8
2025-01-06,Bread (units),70.4
2025-01-07,Bread (units),55.2
2025-01-08,Bread (units),75.1
2025-01-09,Bread (units),71.7
2025-01-10,Bread (units),96.7
2025-01-11,Bread (units),95.8
2025-01-12,Bread (units),103.0
2025-01-13,Bread (units),70.0
2025-01-14,Bread (units),76.6
2025-01-15,Bread (units),74.2
2025-01-16,Bread (units),73.2
2025-01-17,Bread (units),98.7
2025-01-18,Bread (units),96.9
2025-01-19,Bread (units),90.8
2025-01-20,Bread (units),74.9
2025-01-21,Bread (units),74.8
2025-01-22,Bread (units),70.5
2025-01-23,Bread (units),74.8
2025-01-24,Bread (units),100.7
2025-01-25,Bread (units),89.7
2025-01-26,Bread (units),95.4
2025-01-27,Bread (units),68.8
2025-01-28,Bread (units),66.5
2025-01-29,Bread (units),72.6
2025-01-30,Bread (units),66.7
2025-01-31,Bread (units),93.7
2025-02-01,Bread (units),97.1
2025-02-02,Bread (units),97.6
2025-02-03,Bread (units),72.4
2025-02-04,Bread (units),81.9
2025-02-05,Bread (units),68.1
2025-02-06,Bread (units),71.9
2025-02-07,Bread (units),89.5
2025-02-08,Bread (units),97.9
2025-02-09,Bread (units),101.2
2025-02-10,Bread (units),76.5
2025-02-11,Bread (units),67.2
2025-02-12,Bread (units),68.9
2025-02-13,Bread (units),76.5
2025-02-14,Bread (units),94.7
2025-02-15,Bread (units),99.9
2025-02-16,Bread (units),90.2
2025-02-17,Bread (units),76.9
2025-02-18,Bread (units),75.0
2025-02-19,Bread (units),72.2
2025-02-20,Bread (units),65.8
2025-02-21,Bread (units),93.9
2025-02-22,Bread (units),95.4
2025-02-23,Bread (units),95.9
2025-02-24,Bread (units),69.0
2025-02-25,Bread (units),68.3
2025-02-26,Bread (units),70.3
2025-02-27,Bread (units),76.2
2025-02-28,Bread (units),84.1
2025-03-01,Bread (units),87.3
2025-03-02,Bread (units),86.3
2025-03-03,Bread (units),65.5
2025-03-04,Bread (units),60.2
2025-03-05,Bread (units),71.6
2025-03-06,Bread (units),69.2
2025-03-07,Bread (units),92.4
2025-03-08,Bread (units),90.1
2025-03-09,Bread (units),94.3
2025-03-10,Bread (units),69.3
2025-03-11,Bread (units),70.0
2025-03-12,Bread (units),64.6
2025-03-13,Bread (units),71.4
2025-03-14,Bread (units),85.7
2025-03-15,Bread (units),99.2
2025-03-16,Bread (units),77.5
2025-03-17,Bread (units),64.8
2025-03-18,Bread (units),61.7
2025-03-19,Bread (units),71.6
2025-03-20,Bread (units),60.1
2025-03-21,Bread (units),101.6
2025-03-22,Bread (units),84.6
2025-03-23,Bread (units),102.4
2025-03-24,Bread (units),69.4
2025-03-25,Bread (units),67.2
2025-03-26,Bread (units),69.2
2025-03-27,Bread (units),77.9
2025-03-28,Bread (units),96.3
2025-03-29,Bread (units),80.6
2025-03-30,Bread (units),97.6
2025-03-31,Bread (units),67.7
2025-04-01,Bread (units),58.4
2025-04-02,Bread (units),70.2
2025-04-03,Bread (units),60.2
2025-04-04,Bread (units),92.1
2025-04-05,Bread (units),92.3
2025-04-06,Bread (units),87.8
2025-04-07,Bread (units),69.2
2025-04-08,Bread (units),60.8
2025-04-09,Bread (units),66.7
2025-04-10,Bread (units),63.0
2025-04-11,Bread (units),89.7
2025-04-12,Bread (units),100.1
2025-04-13,Bread (units),91.0
2025-04-14,Bread (units),59.9
2025-04-15,Bread (units),64.7
2025-04-16,Bread (units),61.3
2025-04-17,Bread (units),65.2
2025-04-18,Bread (units),90.8
2025-04-19,Bread (units),90.4
2025-04-20,Bread (units),90.3
2025-04-21,Bread (units),62.1
2025-04-22,Bread (units),66.9
2025-04-23,Bread (units),69.9
2025-04-24,Bread (units),61.4
2025-04-25,Bread (units),89.2
2025-04-26,Bread (units),89.7
2025-04-27,Bread (units),95.6
2025-04-28,Bread (units),69.6
2025-04-29,Bread (units),60.5
2025-04-30,Bread (units),64.5
2025-05-01,Bread (units),56.5
2025-05-02,Bread (units),84.1
2025-05-03,Bread (units),89.0
2025-05-04,Bread (units),92.0
2025-05-05,Bread (units),68.5
2025-05-06,Bread (units),62.1
2025-05-07,Bread (units),56.8
2025-05-08,Bread (units),65.5
2025-05-09,Bread (units),87.6
2025-05-10,Bread (units),90.5
2025-05-11,Bread (units),89.2
2025-05-12,Bread (units),66.9
2025-05-13,Bread (units),66.5
2025-05-14,Bread (units),67.4
2025-05-15,Bread (units),60.8
2025-05-16,Bread (units),93.0
2025-05-17,Bread (units),85.5
2025-05-18,Bread (units),88.4
2025-05-19,Bread (units),72.2
2025-05-20,Bread (units),64.6
2025-05-21,Bread (units),57.0
2025-05-22,Bread (units),70.2
2025-05-23,Bread (units),92.7
2025-05-24,Bread (units),93.4
2025-05-25,Bread (units),88.6
2025-05-26,Bread (units),64.3
2025-05-27,Bread (units),61.4
2025-05-28,Bread (units),59.0
2025-05-29,Bread (units),70.1
2025-05-30,Bread (units),85.6
2025-05-31,Bread (units),85.0
2025-06-01,Bread (units),85.2
2025-06-02,Bread (units),71.7
2025-06-03,Bread (units),66.7
2025-06-04,Bread (units),60.5
2025-06-05,Bread (units),62.0
2025-06-06,Bread (units),89.8
2025-06-07,Bread (units),91.6
2025-06-08,Bread (units),79.2
2025-06-09,Bread (units),66.7
2025-06-10,Bread (units),61.1
2025-06-11,Bread (units),58.7
2025-06-12,Bread (units),60.2
2025-06-13,Bread (units),91.1
2025-06-14,Bread (units),95.9
2025-06-15,Bread (units),87.8
2025-06-16,Bread (units),64.9
2025-06-17,Bread (units),58.0
2025-06-18,Bread (units),64.6
2025-06-19,Bread (units),66.2
2025-06-20,Bread (units),79.7
2025-06-21,Bread (units),84.5
2025-06-22,Bread (units),91.1
2025-06-23,Bread (units),53.3
2025-06-24,Bread (units),60.2
2025-06-25,Bread (units),65.1
2025-06-26,Bread (units),53.7
2025-06-27,Bread (units),85.2
2025-06-28,Bread (units),87.4
2025-06-29,Bread (units),91.6
2025-06-30,Bread (units),55.8
2025-07-01,Bread (units),67.8
2025-07-02,Bread (units),63.8
2025-07-03,Bread (units),68.2
2025-07-04,Bread (units),93.1
2025-07-05,Bread (units),89.0
2025-07-06,Bread (units),89.8
2025-07-07,Bread (units),53.7
2025-07-08,Bread (units),55.7
2025-07-09,Bread (units),57.4
2025-07-10,Bread (units),60.7
2025-07-11,Bread (units),92.2
2025-07-12,Bread (units),78.6
2025-07-13,Bread (units),86.0
2025-07-14,Bread (units),56.0
2025-07-15,Bread (units),54.9
2025-07-16,Bread (units),70.1
2025-07-17,Bread (units),63.3
2025-07-18,Bread (units),96.0
2025-07-19,Bread (units),93.8
2025-07-20,Bread (units),83.3
2025-07-21,Bread (units),53.7
2025-07-22,Bread (units),73.4
2025-07-23,Bread (units),61.1
2025-07-24,Bread (units),57.4
2025-07-25,Bread (units),91.7
2025-07-26,Bread (units),89.0
2025-07-27,Bread (units),85.0
2025-07-28,Bread (units),61.7
2025-07-29,Bread (units),64.3
2025-07-30,Bread (units),63.9
2025-07-31,Bread (units),67.4
2025-08-01,Bread (units),86.9
2025-08-02,Bread (units),87.0
2025-08-03,Bread (units),91.8
2025-08-04,Bread (units),65.5
2025-08-05,Bread (units),69.5
2025-08-06,Bread (units),62.8
2025-08-07,Bread (units),63.7
2025-08-08,Bread (units),83.4
2025-08-09,Bread (units),96.8
2025-08-10,Bread (units),82.4
2025-08-11,Bread (units),65.5
2025-08-12,Bread (units),60.1
2025-08-13,Bread (units),66.3
2025-08-14,Bread (units),68.5
2025-08-15,Bread (units),81.6
2025-08-16,Bread (units),88.9
2025-08-17,Bread (units),81.2
2025-08-18,Bread (units),72.1
2025-08-19,Bread (units),63.0
2025-08-20,Bread (units),57.4
2025-08-21,Bread (units),61.9
2025-08-22,Bread (units),97.1
2025-08-23,Bread (units),98.0
2025-08-24,Bread (units),97.1
2025-08-25,Bread (units),61.9
2025-08-26,Bread (units),65.1
2025-08-27,Bread (units),74.2
2025-08-28,Bread (units),62.5
2025-08-29,Bread (units),89.5
2025-08-30,Bread (units),86.6
2025-08-31,Bread (units),85.6
2025-09-01,Bread (units),72.6
2025-09-02,Bread (units),69.8
2025-09-03,Bread (units),69.0
2025-09-04,Bread (units),69.8
2025-09-05,Bread (units),97.1
2025-09-06,Bread (units),99.6
2025-09-07,Bread (units),92.2
2025-09-08,Bread (units),65.6
2025-09-09,Bread (units),62.3
2025-09-10,Bread (units),73.0
2025-09-11,Bread (units),65.1
2025-09-12,Bread (units),85.3
2025-09-13,Bread (units),91.5
2025-09-14,Bread (units),93.1
2025-09-15,Bread (units),72.3
2025-09-16,Bread (units),73.2
2025-09-17,Bread (units),64.7
2025-09-18,Bread (units),64.5
2025-09-19,Bread (units),91.9
2025-09-20,Bread (units),87.6
2025-09-21,Bread (units),93.3
2025-09-22,Bread (units),71.2
2025-09-23,Bread (units),69.3
2025-09-24,Bread (units),61.1
2025-09-25,Bread (units),63.3
2025-09-26,Bread (units),100.8
2025-09-27,Bread (units),89.5
2025-09-28,Bread (units),98.3
2025-09-29,Bread (units),72.9
2025-09-30,Bread (units),68.3
2025-10-01,Bread (units),65.0
2025-10-02,Bread (units),71.2
2025-10-03,Bread (units),90.8
2025-10-04,Bread (units),94.5
2025-10-05,Bread (units),96.0
2025-10-06,Bread (units),67.0
2025-10-07,Bread (units),69.6
2025-10-08,Bread (units),69.3
2025-10-09,Bread (units),64.8
2025-10-10,Bread (units),95.1
2025-10-11,Bread (units),93.0
2025-10-12,Bread (units),87.2
2025-10-13,Bread (units),69.7
2025-10-14,Bread (units),70.1
2025-10-15,Bread (units),68.6
2025-10-16,Bread (units),61.4
2025-10-17,Bread (units),100.7
2025-10-18,Bread (units),100.4
2025-10-19,Bread (units),100.3
2025-10-20,Bread (units),73.8
2025-10-21,Bread (units),66.0
2025-10-22,Bread (units),73.0
2025-10-23,Bread (units),67.9
2025-10-24,Bread (units),108.6
2025-10-25,Bread (units),95.1
2025-10-26,Bread (units),101.2
2025-10-27,Bread (units),65.2
2025-10-28,Bread (units),67.1
2025-10-29,Bread (units),70.5
2025-10-30,Bread (units),76.8
2025-10-31,Bread (units),101.1
2025-11-01,Bread (units),99.9
2025-11-02,Bread (units),89.3
2025-11-03,Bread (units),79.3
2025-11-04,Bread (units),69.1
2025-11-05,Bread (units),81.9
2025-11-06,Bread (units),83.3
2025-11-07,Bread (units),103.2
2025-11-08,Bread (units),104.1
2025-11-09,Bread (units),92.9
2025-11-10,Bread (units),87.2
2025-11-11,Bread (units),75.5
2025-11-12,Bread (units),79.5
2025-11-13,Bread (units),70.3
2025-11-14,Bread (units),99.3
2025-11-15,Bread (units),93.8
2025-11-16,Bread (units),98.6
2025-11-17,Bread (units),75.0
2025-11-18,Bread (units),76.3
2025-11-19,Bread (units),82.0
2025-11-20,Bread (units),77.5
2025-11-21,Bread (units),101.4
2025-11-22,Bread (units),100.5
2025-11-23,Bread (units),110.4
2025-11-24,Bread (units),72.5
2025-11-25,Bread (units),81.4
2025-11-26,Bread (units),65.8
2025-11-27,Bread (units),71.3
2025-11-28,Bread (units),102.8
2025-11-29,Bread (units),100.0
2025-11-30,Bread (units),115.9
2025-12-01,Bread (units),88.8
2025-12-02,Bread (units),68.4
2025-12-03,Bread (units),70.7
2025-12-04,Bread (units),75.4
2025-12-05,Bread (units),109.8
2025-12-06,Bread (units),106.9
2025-12-07,Bread (units),102.9
2025-12-08,Bread (units),69.2
2025-12-09,Bread (units),72.1
2025-12-10,Bread (units),63.0
2025-12-11,Bread (units),68.7
2025-12-12,Bread (units),103.6
2025-12-13,Bread (units),105.5
2025-12-14,Bread (units),95.0
2025-12-15,Bread (units),77.1
2025-12-16,Bread (units),84.8
2025-12-17,Bread (units),77.5
2025-12-18,Bread (units),75.2
2025-12-19,Bread (units),104.8
2025-12-20,Bread (units),104.4
2025-12-21,Bread (units),102.2
2025-12-22,Bread (units),74.1
2025-12-23,Bread (units),74.7
2025-12-24,Bread (units),77.3
2025-12-25,Bread (units),74.1
2025-12-26,Bread (units),108.6
2025-12-27,Bread (units),106.4
2025-12-28,Bread (units),107.4
2025-12-29,Bread (units),87.1
2025-12-30,Bread (units),84.9
2025-12-31,Bread (units),84.1
2024-01-01,Rice (kg),48.5
2024-01-02,Rice (kg),46.2
2024-01-03,Rice (kg),56.2
2024-01-04,Rice (kg),44.3
2024-01-05,Rice (kg),50.5
2024-01-06,Rice (kg),49.5
2024-01-07,Rice (kg),53.8
2024-01-08,Rice (kg),48.6
2024-01-09,Rice (kg),51.0
2024-01-10,Rice (kg),46.0
2024-01-11,Rice (kg),39.9
2024-01-12,Rice (kg),54.1
2024-01-13,Rice (kg),56.7
2024-01-14,Rice (kg),52.8
2024-01-15,Rice (kg),46.1
2024-01-16,Rice (kg),48.9
2024-01-17,Rice (kg),52.3
2024-01-18,Rice (kg),46.3
2024-01-19,Rice (kg),46.8
2024-01-20,Rice (kg),50.1
2024-01-21,Rice (kg),51.7
2024-01-22,Rice (kg),39.1
2024-01-23,Rice (kg),49.3
2024-01-24,Rice (kg),43.1
2024-01-25,Rice (kg),48.1
2024-01-26,Rice (kg),52.8
2024-01-27,Rice (kg),50.6
2024-01-28,Rice (kg),58.3
2024-01-29,Rice (kg),43.5
2024-01-30,Rice (kg),42.9
2024-01-31,Rice (kg),46.7
2024-02-01,Rice (kg),48.8
2024-02-02,Rice (kg),51.3
2024-02-03,Rice (kg),47.3
2024-02-04,Rice (kg),53.9
2024-02-05,Rice (kg),47.4
2024-02-06,Rice (kg),53.2
2024-02-07,Rice (kg),43.9
2024-02-08,Rice (kg),45.5
2024-02-09,Rice (kg),48.3
2024-02-10,Rice (kg),44.5
2024-02-11,Rice (kg),50.6
2024-02-12,Rice (kg),47.6
2024-02-13,Rice (kg),40.0
2024-02-14,Rice (kg),41.2
2024-02-15,Rice (kg),39.1
2024-02-16,Rice (kg),55.0
2024-02-17,Rice (kg),47.0
2024-02-18,Rice (kg),51.7
2024-02-19,Rice (kg),39.7
2024-02-20,Rice (kg),43.4
2024-02-21,Rice (kg),40.4
2024-02-22,Rice (kg),33.4
2024-02-23,Rice (kg),48.9
2024-02-24,Rice (kg),50.6
2024-02-25,Rice (kg),40.0
2024-02-26,Rice (kg),41.4
2024-02-27,Rice (kg),40.2
2024-02-28,Rice (kg),37.5
2024-02-29,Rice (kg),40.6
2024-03-01,Rice (kg),39.7
2024-03-02,Rice (kg),48.3
2024-03-03,Rice (kg),51.9
2024-03-04,Rice (kg),35.9
2024-03-05,Rice (kg),40.6
2024-03-06,Rice (kg),46.3
2024-03-07,Rice (kg),41.0
2024-03-08,Rice (kg),44.2
2024-03-09,Rice (kg),42.5
2024-03-10,Rice (kg),46.7
2024-03-11,Rice (kg),39.2
2024-03-12,Rice (kg),42.1
2024-03-13,Rice (kg),33.3
2024-03-14,Rice (kg),43.5
2024-03-15,Rice (kg),43.4
2024-03-16,Rice (kg),47.4
2024-03-17,Rice (kg),41.8
2024-03-18,Rice (kg),33.3
2024-03-19,Rice (kg),36.0
2024-03-20,Rice (kg),34.3
2024-03-21,Rice (kg),36.4
2024-03-22,Rice (kg),46.3
2024-03-23,Rice (kg),47.9
2024-03-24,Rice (kg),44.2
2024-03-25,Rice (kg),35.0
2024-03-26,Rice (kg),35.2
2024-03-27,Rice (kg),39.2
2024-03-28,Rice (kg),41.2
2024-03-29,Rice (kg),41.2
2024-03-30,Rice (kg),41.8
2024-03-31,Rice (kg),39.1
2024-04-01,Rice (kg),36.7
2024-04-02,Rice (kg),39.5
2024-04-03,Rice (kg),23.9
2024-04-04,Rice (kg),36.4
2024-04-05,Rice (kg),38.9
2024-04-06,Rice (kg),31.7
2024-04-07,Rice (kg),42.0
2024-04-08,Rice (kg),34.2
2024-04-09,Rice (kg),35.9
2024-04-10,Rice (kg),28.8
2024-04-11,Rice (kg),42.6
2024-04-12,Rice (kg),40.3
2024-04-13,Rice (kg),38.3
2024-04-14,Rice (kg),45.6
2024-04-15,Rice (kg),36.0
2024-04-16,Rice (kg),36.5
2024-04-17,Rice (kg),37.6
2024-04-18,Rice (kg),24.5
2024-04-19,Rice (kg),45.3
2024-04-20,Rice (kg),37.1
2024-04-21,Rice (kg),39.4
2024-04-22,Rice (kg),35.8
2024-04-23,Rice (kg),29.1
2024-04-24,Rice (kg),33.1
2024-04-25,Rice (kg),34.7
2024-04-26,Rice (kg),37.3
2024-04-27,Rice (kg),39.3
2024-04-28,Rice (kg),30.7
2024-04-29,Rice (kg),26.2
2024-04-30,Rice (kg),26.3
2024-05-01,Rice (kg),32.2
2024-05-02,Rice (kg),45.5
2024-05-03,Rice (kg),37.5
2024-05-04,Rice (kg),35.7
2024-05-05,Rice (kg),35.9
2024-05-06,Rice (kg),33.9
2024-05-07,Rice (kg),32.7
2024-05-08,Rice (kg),25.1
2024-05-09,Rice (kg),33.6
2024-05-10,Rice (kg),35.3
2024-05-11,Rice (kg),38.6
