date,district,state,temp_min_c,temp_max_c,humidity_pct,rainfall_mm,wind_speed_kmph,pressure_hpa,weather_condition
2026-08-21,Gautam Buddha Nagar,Uttar Pradesh,21.3,34.4,76.6,15.6,12.2,1011.6,Heavy Rain
2026-08-22,Gautam Buddha Nagar,Uttar Pradesh,22.1,32.6,80.7,0.0,16.2,1011.8,Humid
2026-08-23,Gautam Buddha Nagar,Uttar Pradesh,23.4,38.6,74.3,91.2,18.8,1009.4,Heavy Rain
2026-08-24,Gautam Buddha Nagar,Uttar Pradesh,23.9,35.0,86.5,0.0,12.1,1009.1,Humid
2026-08-25,Gautam Buddha Nagar,Uttar Pradesh,20.7,28.9,69.6,33.3,12.4,1010.6,Heavy Rain
2026-08-26,Gautam Buddha Nagar,Uttar Pradesh,23.7,33.6,89.4,25.1,18.6,1011.8,Heavy Rain
2026-08-27,Gautam Buddha Nagar,Uttar Pradesh,24.4,31.4,74.7,0.0,6.5,1010.8,Clear
2026-08-28,Gautam Buddha Nagar,Uttar Pradesh,22.6,34.5,63.6,0.0,12.4,1008.4,Clear
2026-08-29,Gautam Buddha Nagar,Uttar Pradesh,25.0,30.7,76.0,11.4,14.8,1009.6,Light Rain
2026-08-30,Gautam Buddha Nagar,Uttar Pradesh,20.1,31.9,69.6,0.0,15.8,1010.8,Clear
2026-08-31,Gautam Buddha Nagar,Uttar Pradesh,19.0,33.1,81.7,45.6,12.0,1010.9,Heavy Rain
2026-09-01,Gautam Buddha Nagar,Uttar Pradesh,17.9,33.6,69.8,0.0,14.1,1014.1,Clear
2026-09-02,Gautam Buddha Nagar,Uttar Pradesh,23.6,28.8,71.4,0.0,4.0,1009.1,Clear
2026-09-03,Gautam Buddha Nagar,Uttar Pradesh,21.9,30.5,59.9,0.0,11.4,1012.1,Clear
2026-09-04,Gautam Buddha Nagar,Uttar Pradesh,20.4,29.9,71.4,0.0,15.8,1013.7,Clear
2026-09-05,Gautam Buddha Nagar,Uttar Pradesh,20.8,29.3,55.6,9.1,10.1,1014.9,Light Rain
2026-09-06,Gautam Buddha Nagar,Uttar Pradesh,18.1,34.3,62.3,30.8,14.2,1011.0,Heavy Rain
2026-09-07,Gautam Buddha Nagar,Uttar Pradesh,24.3,31.1,81.1,0.0,15.8,1012.5,Humid
2026-09-08,Gautam Buddha Nagar,Uttar Pradesh,20.0,27.2,81.3,24.0,12.6,1012.7,Heavy Rain
2026-09-09,Gautam Buddha Nagar,Uttar Pradesh,19.7,31.7,78.4,57.0,14.7,1012.2,Heavy Rain
2026-09-10,Gautam Buddha Nagar,Uttar Pradesh,20.6,34.1,67.3,7.2,10.1,1011.9,Light Rain
2026-09-11,Gautam Buddha Nagar,Uttar Pradesh,20.0,31.5,74.6,21.3,13.2,1012.8,Heavy Rain
2026-09-12,Gautam Buddha Nagar,Uttar Pradesh,19.3,25.6,75.0,0.0,16.4,1008.4,Clear
2026-09-13,Gautam Buddha Nagar,Uttar Pradesh,17.3,27.6,65.7,23.8,14.6,1013.4,Heavy Rain
2026-09-14,Gautam Buddha Nagar,Uttar Pradesh,19.3,31.2,87.0,0.0,11.7,1012.6,Humid
2026-09-15,Gautam Buddha Nagar,Uttar Pradesh,21.7,26.6,82.0,26.1,14.9,1012.2,Heavy Rain
2026-09-16,Gautam Buddha Nagar,Uttar Pradesh,20.5,28.9,73.2,45.3,16.9,1015.7,Heavy Rain
2026-09-17,Gautam Buddha Nagar,Uttar Pradesh,20.7,29.3,75.2,1.9,5.8,1011.7,Light Rain
2026-09-18,Gautam Buddha Nagar,Uttar Pradesh,16.7,25.3,76.7,15.0,18.6,1012.2,Light Rain
2026-09-19,Gautam Buddha Nagar,Uttar Pradesh,15.6,27.0,58.7,29.3,12.7,1015.9,Heavy Rain
2026-09-20,Gautam Buddha Nagar,Uttar Pradesh,17.0,19.7,73.0,0.0,15.7,1011.8,Clear
2026-09-21,Gautam Buddha Nagar,Uttar Pradesh,17.1,24.4,69.5,39.0,18.8,1012.3,Heavy Rain
2026-09-22,Gautam Buddha Nagar,Uttar Pradesh,18.7,25.8,67.0,0.0,8.5,1013.0,Clear
2026-09-23,Gautam Buddha Nagar,Uttar Pradesh,13.5,23.4,72.8,21.6,11.2,1014.6,Heavy Rain
2026-09-24,Gautam Buddha Nagar,Uttar Pradesh,19.1,29.4,89.4,46.7,12.8,1013.8,Heavy Rain
2026-09-25,Gautam Buddha Nagar,Uttar Pradesh,15.8,22.4,80.1,0.0,10.9,1011.6,Humid
2026-09-26,Gautam Buddha Nagar,Uttar Pradesh,15.1,24.4,70.4,39.9,20.9,1012.9,Heavy Rain
2026-09-27,Gautam Buddha Nagar,Uttar Pradesh,13.9,25.4,79.6,8.8,10.6,1012.9,Light Rain
2026-09-28,Gautam Buddha Nagar,Uttar Pradesh,12.5,28.0,86.2,38.5,11.8,1013.8,Heavy Rain
2026-09-29,Gautam Buddha Nagar,Uttar Pradesh,16.7,21.4,82.4,40.3,14.8,1014.6,Heavy Rain
2026-09-30,Gautam Buddha Nagar,Uttar Pradesh,15.1,26.9,75.5,0.0,9.2,1014.7,Clear
2026-10-01,Gautam Buddha Nagar,Uttar Pradesh,12.5,24.1,32.0,0.0,7.4,1011.5,Clear
2026-10-02,Gautam Buddha Nagar,Uttar Pradesh,12.2,21.6,43.0,0.0,10.3,1015.9,Clear
2026-10-03,Gautam Buddha Nagar,Uttar Pradesh,13.7,24.6,18.8,0.0,7.7,1014.8,Clear
2026-10-04,Gautam Buddha Nagar,Uttar Pradesh,17.1,23.7,24.5,0.0,8.6,1016.6,Clear
2026-10-05,Gautam Buddha Nagar,Uttar Pradesh,13.4,21.7,24.3,0.0,6.9,1015.2,Clear
2026-10-06,Gautam Buddha Nagar,Uttar Pradesh,11.0,23.0,44.5,0.0,2.9,1016.3,Clear
2026-10-07,Gautam Buddha Nagar,Uttar Pradesh,13.0,21.7,52.1,11.7,10.3,1015.5,Light Rain
2026-10-08,Gautam Buddha Nagar,Uttar Pradesh,12.7,22.6,34.0,0.0,16.0,1016.9,Clear
2026-10-09,Gautam Buddha Nagar,Uttar Pradesh,8.1,23.5,33.3,0.0,9.1,1015.8,Clear
2026-10-10,Gautam Buddha Nagar,Uttar Pradesh,12.7,25.3,35.7,0.0,9.9,1014.9,Clear
2026-10-11,Gautam Buddha Nagar,Uttar Pradesh,12.1,18.9,46.6,0.0,11.8,1018.6,Clear
2026-10-12,Gautam Buddha Nagar,Uttar Pradesh,13.6,26.0,25.7,0.0,3.9,1016.6,Clear
2026-10-13,Gautam Buddha Nagar,Uttar Pradesh,14.8,16.8,37.4,0.0,15.8,1016.2,Clear
2026-10-14,Gautam Buddha Nagar,Uttar Pradesh,13.9,20.5,44.8,0.0,9.8,1013.5,Clear
2026-10-15,Gautam Buddha Nagar,Uttar Pradesh,11.2,21.9,40.0,0.0,15.5,1013.6,Clear
2026-10-16,Gautam Buddha Nagar,Uttar Pradesh,9.5,21.0,36.9,0.0,6.1,1016.1,Clear
2026-10-17,Gautam Buddha Nagar,Uttar Pradesh,15.9,18.8,45.0,0.0,16.3,1016.0,Clear
2026-10-18,Gautam Buddha Nagar,Uttar Pradesh,11.1,19.5,10.0,4.8,12.1,1014.9,Light Rain
2026-10-19,Gautam Buddha Nagar,Uttar Pradesh,10.8,18.6,41.8,0.0,11.2,1016.1,Clear
2026-10-20,Gautam Buddha Nagar,Uttar Pradesh,10.5,18.2,28.5,9.5,9.9,1018.4,Light Rain
2026-10-21,Gautam Buddha Nagar,Uttar Pradesh,10.7,21.1,16.7,0.0,8.0,1017.1,Clear
2026-10-22,Gautam Buddha Nagar,Uttar Pradesh,9.9,19.8,40.1,0.0,13.8,1014.5,Clear
2026-10-23,Gautam Buddha Nagar,Uttar Pradesh,8.9,17.3,48.7,0.0,9.6,1016.1,Clear
2026-10-24,Gautam Buddha Nagar,Uttar Pradesh,8.7,20.6,33.6,0.0,1.1,1015.2,Clear
2026-10-25,Gautam Buddha Nagar,Uttar Pradesh,9.4,19.1,44.5,0.0,4.5,1015.9,Clear
2026-10-26,Gautam Buddha Nagar,Uttar Pradesh,8.3,20.0,51.1,0.0,8.3,1015.9,Clear
2026-10-27,Gautam Buddha Nagar,Uttar Pradesh,7.8,19.4,48.1,0.0,10.2,1015.9,Clear
2026-10-28,Gautam Buddha Nagar,Uttar Pradesh,9.1,15.9,51.4,3.4,8.8,1014.8,Light Rain
2026-10-29,Gautam Buddha Nagar,Uttar Pradesh,8.2,16.3,42.4,0.0,13.9,1016.6,Clear
2026-10-30,Gautam Buddha Nagar,Uttar Pradesh,11.2,19.0,35.8,0.0,1.2,1016.0,Clear
2026-10-31,Gautam Buddha Nagar,Uttar Pradesh,3.5,18.5,19.0,0.0,9.6,1012.5,Clear
2026-11-01,Gautam Buddha Nagar,Uttar Pradesh,10.0,16.9,32.5,0.0,1.7,1020.1,Clear
2026-11-02,Gautam Buddha Nagar,Uttar Pradesh,10.1,17.0,26.6,0.0,12.0,1018.7,Clear
2026-11-03,Gautam Buddha Nagar,Uttar Pradesh,3.9,19.4,56.7,0.0,8.6,1016.6,Clear
2026-11-04,Gautam Buddha Nagar,Uttar Pradesh,6.9,15.1,33.2,0.0,10.7,1017.3,Clear
2026-11-05,Gautam Buddha Nagar,Uttar Pradesh,6.6,17.4,36.2,0.0,5.5,1015.5,Clear
2026-11-06,Gautam Buddha Nagar,Uttar Pradesh,4.6,15.6,40.5,0.0,14.1,1019.9,Clear
2026-11-07,Gautam Buddha Nagar,Uttar Pradesh,5.5,15.4,35.4,0.0,13.2,1020.3,Clear
2026-11-08,Gautam Buddha Nagar,Uttar Pradesh,4.7,18.1,52.0,0.0,11.3,1017.8,Clear
2026-11-09,Gautam Buddha Nagar,Uttar Pradesh,9.7,17.4,28.8,0.0,8.5,1019.1,Clear
2026-11-10,Gautam Buddha Nagar,Uttar Pradesh,8.0,17.2,36.9,0.0,11.3,1017.9,Clear
2026-11-11,Gautam Buddha Nagar,Uttar Pradesh,8.5,18.1,27.6,0.0,6.2,1015.7,Clear
2026-11-12,Gautam Buddha Nagar,Uttar Pradesh,7.3,15.1,21.8,0.0,12.4,1017.2,Clear
2026-11-13,Gautam Buddha Nagar,Uttar Pradesh,3.8,16.4,28.9,0.0,15.6,1018.0,Clear
2026-11-14,Gautam Buddha Nagar,Uttar Pradesh,4.7,14.1,34.6,0.0,13.3,1017.2,Clear
2026-11-15,Gautam Buddha Nagar,Uttar Pradesh,6.4,15.3,30.7,0.0,6.1,1017.6,Clear
2026-11-16,Gautam Buddha Nagar,Uttar Pradesh,3.1,14.2,28.1,0.0,10.4,1017.9,Clear
2026-11-17,Gautam Buddha Nagar,Uttar Pradesh,6.4,14.5,20.9,0.0,3.8,1018.0,Clear
2026-11-18,Gautam Buddha Nagar,Uttar Pradesh,4.6,15.5,34.2,0.0,11.3,1018.2,Clear
2026-11-19,Gautam Buddha Nagar,Uttar Pradesh,4.2,12.3,20.0,0.0,10.8,1016.6,Clear
2026-11-20,Gautam Buddha Nagar,Uttar Pradesh,5.9,18.5,42.6,0.0,1.5,1017.2,Clear
2026-11-21,Gautam Buddha Nagar,Uttar Pradesh,5.3,11.6,35.8,0.0,4.4,1016.4,Cold
2026-11-22,Gautam Buddha Nagar,Uttar Pradesh,3.7,11.0,20.4,0.0,7.9,1019.8,Cold
2026-11-23,Gautam Buddha Nagar,Uttar Pradesh,6.3,16.1,31.9,0.0,7.8,1015.2,Clear
2026-11-24,Gautam Buddha Nagar,Uttar Pradesh,2.1,15.2,27.5,0.0,4.2,1020.2,Clear
2026-11-25,Gautam Buddha Nagar,Uttar Pradesh,5.0,14.7,38.2,0.0,10.6,1020.5,Clear
2026-11-26,Gautam Buddha Nagar,Uttar Pradesh,4.9,14.6,48.4,0.0,10.0,1018.1,Clear
2026-11-27,Gautam Buddha Nagar,Uttar Pradesh,3.1,13.1,16.2,0.0,8.2,1014.6,Clear
2026-11-28,Gautam Buddha Nagar,Uttar Pradesh,4.1,11.1,36.2,0.0,6.0,1018.0,Cold
2026-11-29,Gautam Buddha Nagar,Uttar Pradesh,1.1,13.1,33.4,0.0,13.2,1018.5,Clear
2026-11-30,Gautam Buddha Nagar,Uttar Pradesh,4.9,11.4,41.7,0.0,15.6,1017.1,Cold
2026-12-01,Gautam Buddha Nagar,Uttar Pradesh,2.8,14.9,52.2,0.0,7.1,1017.9,Clear
2026-12-02,Gautam Buddha Nagar,Uttar Pradesh,2.1,12.4,58.1,0.0,6.6,1021.0,Clear
2026-12-03,Gautam Buddha Nagar,Uttar Pradesh,4.8,10.8,63.2,0.0,11.0,1019.7,Cold
2026-12-04,Gautam Buddha Nagar,Uttar Pradesh,1.5,11.8,63.6,0.0,7.6,1017.4,Cold
2026-12-05,Gautam Buddha Nagar,Uttar Pradesh,0.1,13.4,49.2,0.0,8.4,1016.4,Clear
2026-12-06,Gautam Buddha Nagar,Uttar Pradesh,-0.2,11.2,53.3,0.0,12.0,1018.3,Cold
2026-12-07,Gautam Buddha Nagar,Uttar Pradesh,3.5,10.6,57.8,0.0,1.4,1018.5,Cold
2026-12-08,Gautam Buddha Nagar,Uttar Pradesh,0.0,12.8,52.5,0.0,14.3,1019.6,Clear
2026-12-09,Gautam Buddha Nagar,Uttar Pradesh,5.4,12.8,71.1,0.0,9.3,1018.1,Clear
2026-12-10,Gautam Buddha Nagar,Uttar Pradesh,-1.6,11.1,59.9,0.0,7.4,1019.7,Cold
2026-12-11,Gautam Buddha Nagar,Uttar Pradesh,5.1,11.1,62.3,0.0,8.6,1021.8,Cold
2026-12-12,Gautam Buddha Nagar,Uttar Pradesh,2.4,12.6,61.6,0.0,8.8,1020.2,Clear
2026-12-13,Gautam Buddha Nagar,Uttar Pradesh,1.7,8.9,66.7,0.0,2.1,1018.9,Cold
2026-12-14,Gautam Buddha Nagar,Uttar Pradesh,0.8,9.0,56.8,0.0,15.0,1018.7,Cold
2026-12-15,Gautam Buddha Nagar,Uttar Pradesh,2.5,10.5,42.0,13.0,9.2,1018.4,Light Rain
2026-12-16,Gautam Buddha Nagar,Uttar Pradesh,1.6,11.6,59.0,0.0,10.8,1020.8,Cold
2026-12-17,Gautam Buddha Nagar,Uttar Pradesh,3.6,12.7,48.5,0.0,12.8,1018.1,Clear
2026-12-18,Gautam Buddha Nagar,Uttar Pradesh,1.7,15.3,49.7,0.0,4.9,1019.1,Clear
2026-12-19,Gautam Buddha Nagar,Uttar Pradesh,1.7,13.9,60.9,0.0,10.9,1019.1,Clear
2026-12-20,Gautam Buddha Nagar,Uttar Pradesh,0.8,11.6,67.4,0.0,7.9,1018.2,Cold
2026-12-21,Gautam Buddha Nagar,Uttar Pradesh,1.3,12.0,55.2,0.0,12.4,1016.9,Cold
2026-12-22,Gautam Buddha Nagar,Uttar Pradesh,1.9,9.8,58.1,7.1,1.0,1019.5,Light Rain
2026-12-23,Gautam Buddha Nagar,Uttar Pradesh,-1.8,12.0,72.0,0.0,8.6,1018.9,Cold
2026-12-24,Gautam Buddha Nagar,Uttar Pradesh,-1.2,11.4,57.4,0.0,6.6,1019.7,Cold
2026-12-25,Gautam Buddha Nagar,Uttar Pradesh,2.5,12.8,81.0,0.0,10.7,1018.2,Foggy
2026-12-26,Gautam Buddha Nagar,Uttar Pradesh,1.5,10.3,60.7,0.0,10.9,1020.8,Cold
2026-12-27,Gautam Buddha Nagar,Uttar Pradesh,0.8,13.3,37.4,0.0,6.2,1017.6,Clear
2026-12-28,Gautam Buddha Nagar,Uttar Pradesh,1.1,15.5,62.5,0.0,6.2,1021.5,Clear
2026-12-29,Gautam Buddha Nagar,Uttar Pradesh,1.7,12.0,58.8,0.0,8.6,1016.3,Cold
2026-12-30,Gautam Buddha Nagar,Uttar Pradesh,0.1,13.1,67.9,0.0,5.4,1019.6,Clear
2026-12-31,Gautam Buddha Nagar,Uttar Pradesh,-0.4,13.8,61.7,0.0,12.4,1019.6,Clear
